                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    154,                0.66267,                 0.4194,                0.85838,                0.89271,                0.88372,                0.94288,                0.67455,                0.97616,                0.53188,                0.92945,              0.0009902,              0.0009902,              0.0009902
                    155,                0.63613,                0.42147,                0.86552,                0.94722,                0.83477,                0.92973,                0.67008,                  0.981,                0.55498,                0.93368,              0.0009836,              0.0009836,              0.0009836
                    156,                0.64425,                0.41396,                0.86094,                0.89272,                0.88372,                0.92221,                0.65972,                0.95613,                 0.5522,                 0.9191,               0.000977,               0.000977,               0.000977
                    157,                0.65353,                0.42502,                0.87111,                0.94014,                0.90698,                 0.9184,                0.66895,                0.86066,                0.55413,                0.90567,              0.0009704,              0.0009704,              0.0009704
                    158,                0.65373,                0.44478,                0.86738,                0.93934,                0.88372,                0.92449,                0.66657,                0.97064,                 0.5912,                0.91968,              0.0009638,              0.0009638,              0.0009638
                    159,                0.66915,                0.43325,                0.84867,                 0.8687,                0.92329,                0.94502,                0.65705,                0.94278,                0.52122,                0.90953,              0.0009572,              0.0009572,              0.0009572
                    160,                 0.6523,                0.42096,                 0.8696,                0.94411,                0.88372,                0.94462,                0.66747,                 0.8981,                0.49826,                0.91241,              0.0009506,              0.0009506,              0.0009506
                    161,                0.64056,                0.42065,                0.87088,                0.93097,                0.88372,                0.93012,                0.67363,                0.87254,                 0.5354,                 0.9099,               0.000944,               0.000944,               0.000944
                    162,                0.65904,                0.42462,                0.86177,                0.95074,                0.89787,                0.94972,                0.71016,                0.97847,                0.54404,                0.94684,              0.0009374,              0.0009374,              0.0009374
                    163,                0.65806,                  0.419,                0.86079,                0.97499,                 0.9067,                0.95471,                0.70314,                0.90248,                0.47525,                0.91423,              0.0009308,              0.0009308,              0.0009308
                    164,                0.62596,                0.40712,                0.85891,                0.97499,                0.90655,                0.95396,                0.71269,                0.92738,                0.51784,                0.91445,              0.0009242,              0.0009242,              0.0009242
                    165,                0.63539,                0.41709,                0.85465,                0.97028,                0.88372,                0.95142,                0.71065,                0.89622,                0.50355,                0.90808,              0.0009176,              0.0009176,              0.0009176
                    166,                0.68257,                0.42256,                0.87253,                0.97035,                0.88372,                0.95084,                0.69621,                0.88156,                0.50951,                0.90218,               0.000911,               0.000911,               0.000911
                    167,                0.62672,                0.40984,                0.88715,                0.96896,                0.88372,                0.94542,                0.68553,                0.80499,                0.51697,                0.88804,              0.0009044,              0.0009044,              0.0009044
                    168,                0.62356,                0.41823,                0.84169,                0.91946,                0.86047,                 0.9339,                0.68522,                0.87843,                0.58193,                0.90158,              0.0008978,              0.0008978,              0.0008978
                    169,                0.66082,                0.42249,                0.84482,                0.93959,                0.83721,                0.93148,                0.69363,                0.80702,                0.55257,                0.88367,              0.0008912,              0.0008912,              0.0008912
                    170,                 0.6459,                0.42031,                0.87841,                0.92616,                0.87523,                 0.9428,                0.70788,                0.80285,                0.54401,                0.89144,              0.0008846,              0.0008846,              0.0008846
                    171,                0.63007,                0.39803,                0.86254,                0.94886,                0.90698,                0.94726,                0.69272,                 0.8622,                0.50941,                0.91626,               0.000878,               0.000878,               0.000878
                    172,                0.64847,                 0.4104,                 0.8522,                0.92537,                0.90698,                0.94752,                 0.7207,                0.84956,                0.52414,                0.91117,              0.0008714,              0.0008714,              0.0008714
                    173,                0.62025,                0.40796,                0.85344,                0.90107,                0.95349,                0.95175,                0.70684,                0.81441,                0.52694,                0.90594,              0.0008648,              0.0008648,              0.0008648
                    174,                0.62677,                0.40748,                0.85299,                0.94532,                0.93023,                 0.9535,                0.70287,                0.79762,                0.49065,                0.89097,              0.0008582,              0.0008582,              0.0008582
                    175,                 0.6469,                0.42491,                0.85216,                0.95815,                0.90698,                0.95179,                0.70278,                0.85935,                0.52201,                0.91624,              0.0008516,              0.0008516,              0.0008516
                    176,                0.66311,                0.41595,                0.84867,                0.94679,                0.90698,                0.94672,                0.70689,                0.80525,                0.49433,                 0.8924,               0.000845,               0.000845,               0.000845
                    177,                 0.5876,                0.41329,                0.86361,                0.90902,                0.95349,                 0.9529,                0.71357,                0.80355,                0.46783,                0.89324,              0.0008384,              0.0008384,              0.0008384
                    178,                0.61511,                0.41799,                0.85334,                0.92706,                0.90698,                0.95424,                0.67794,                0.83042,                0.43934,                0.91659,              0.0008318,              0.0008318,              0.0008318
                    179,                0.61531,                 0.4046,                0.85055,                0.94537,                0.90698,                0.94811,                0.67464,                0.85173,                0.49446,                0.90413,              0.0008252,              0.0008252,              0.0008252
                    180,                0.64471,                0.40891,                0.86643,                0.92763,                0.90698,                0.94292,                0.65278,                0.86682,                0.51263,                 0.8967,              0.0008186,              0.0008186,              0.0008186
                    181,                0.61872,                0.40383,                0.85858,                0.92577,                0.90698,                 0.9404,                0.67684,                0.81463,                0.53646,                0.87916,               0.000812,               0.000812,               0.000812
                    182,                0.64196,                0.40895,                0.85604,                0.93818,                0.86047,                0.93682,                0.70546,                0.80756,                0.52486,                0.88114,              0.0008054,              0.0008054,              0.0008054
                    183,                0.64701,                0.40907,                0.85412,                0.92259,                0.88372,                0.93905,                0.69877,                0.89818,                0.57267,                0.90588,              0.0007988,              0.0007988,              0.0007988
                    184,                0.59997,                0.39336,                0.84492,                0.95118,                0.90622,                0.94293,                0.70032,                0.84771,                0.51401,                0.89063,              0.0007922,              0.0007922,              0.0007922
                    185,                0.63174,                0.40478,                0.85827,                0.94558,                0.90698,                0.93816,                0.67692,                0.86906,                0.48007,                0.89586,              0.0007856,              0.0007856,              0.0007856
                    186,                 0.5798,                0.37627,                0.86203,                0.94738,                0.88372,                0.94272,                0.70109,                0.81843,                0.44483,                0.88862,               0.000779,               0.000779,               0.000779
                    187,                0.59375,                0.40212,                0.86163,                 0.9089,                0.92814,                0.94608,                0.68927,                0.82702,                0.54625,                0.89229,              0.0007724,              0.0007724,              0.0007724
                    188,                0.61739,                0.40077,                 0.8468,                0.90369,                0.86047,                0.93937,                0.65869,                0.85452,                0.55979,                0.89859,              0.0007658,              0.0007658,              0.0007658
                    189,                0.62046,                0.39347,                0.84937,                 0.9159,                0.90698,                0.93243,                0.66655,                0.88358,                0.58575,                0.91707,              0.0007592,              0.0007592,              0.0007592
                    190,                0.60199,                0.38517,                0.84767,                0.93519,                0.86047,                0.93378,                0.68571,                0.85885,                0.52633,                0.90412,              0.0007526,              0.0007526,              0.0007526
                    191,                0.59885,                0.38937,                0.86757,                0.94977,                 0.8795,                0.93973,                0.70149,                0.90863,                0.52862,                0.92081,               0.000746,               0.000746,               0.000746
                    192,                0.57988,                0.38131,                0.85715,                 0.9466,                0.88372,                 0.9439,                0.70538,                0.86246,                0.48879,                0.90815,              0.0007394,              0.0007394,              0.0007394
                    193,                0.58226,                0.39283,                0.85573,                0.97175,                0.90698,                0.95154,                0.68838,                0.89244,                0.48134,                0.91537,              0.0007328,              0.0007328,              0.0007328
                    194,                0.57874,                0.38499,                0.85316,                0.94797,                0.90698,                0.92288,                0.69565,                0.88819,                0.44836,                0.90063,              0.0007262,              0.0007262,              0.0007262
                    195,                0.56444,                0.37817,                0.82372,                0.94782,                0.90698,                0.92467,                0.67741,                0.91043,                0.46691,                0.91089,              0.0007196,              0.0007196,              0.0007196
                    196,                0.56448,                0.36687,                0.85115,                 0.9509,                0.90095,                0.94585,                 0.6865,                0.94579,                0.49756,                0.93213,               0.000713,               0.000713,               0.000713
                    197,                 0.5873,                0.37951,                0.85019,                0.97388,                0.88372,                0.95337,                0.70093,                0.87499,                0.48462,                0.90863,              0.0007064,              0.0007064,              0.0007064
                    198,                0.57714,                0.37833,                 0.8413,                0.96729,                0.88372,                0.95348,                 0.7034,                0.92208,                0.49657,                0.92618,              0.0006998,              0.0006998,              0.0006998
                    199,                0.59064,                0.38629,                0.84409,                0.94715,                0.88372,                0.94752,                0.69497,                0.88284,                0.47965,                0.90522,              0.0006932,              0.0006932,              0.0006932
                    200,                0.58354,                0.38595,                0.83214,                0.90394,                0.93023,                0.95264,                0.69006,                0.92964,                0.49103,                0.90772,              0.0006866,              0.0006866,              0.0006866
                    201,                0.56217,                0.37764,                0.85374,                 0.9106,                0.94755,                0.95495,                0.69662,                0.97339,                0.47939,                 0.9314,                0.00068,                0.00068,                0.00068
                    202,                0.54473,                0.44075,                0.85853,                0.94502,                0.90698,                0.95441,                0.70761,                0.95159,                 0.4939,                0.92835,              0.0006734,              0.0006734,              0.0006734
                    203,                0.54861,                0.35762,                0.84424,                0.94441,                0.88372,                0.95208,                0.68753,                 0.9749,                0.48298,                0.93442,              0.0006668,              0.0006668,              0.0006668
                    204,                0.62362,                0.40764,                 0.8676,                0.94192,                0.88372,                0.94497,                0.69558,                0.93116,                0.46484,                0.92675,              0.0006602,              0.0006602,              0.0006602
                    205,                0.57841,                0.38773,                0.85227,                0.94637,                0.86047,                0.94076,                0.69824,                0.93573,                0.51951,                0.93533,              0.0006536,              0.0006536,              0.0006536
                    206,                0.58197,                0.38905,                0.86043,                0.94302,                0.83721,                0.93069,                0.68532,                0.93219,                0.51427,                0.92153,               0.000647,               0.000647,               0.000647
                    207,                0.61316,                0.39162,                0.84318,                0.94858,                0.85815,                0.94232,                0.70491,                0.87952,                0.46148,                0.90928,              0.0006404,              0.0006404,              0.0006404
                    208,                0.53988,                0.37595,                0.82527,                0.94205,                0.86047,                0.95257,                0.70418,                0.90049,                0.46332,                0.90539,              0.0006338,              0.0006338,              0.0006338
                    209,                0.59582,                0.40108,                0.83687,                 0.9473,                0.88372,                0.95454,                0.70056,                0.96084,                0.50889,                0.92433,              0.0006272,              0.0006272,              0.0006272
                    210,                0.52573,                0.35136,                0.82674,                 0.9468,                0.88372,                0.94729,                0.69852,                0.93031,                0.50669,                0.91586,              0.0006206,              0.0006206,              0.0006206
                    211,                0.53213,                 0.3613,                 0.8431,                0.95115,                0.90563,                0.94628,                0.71534,                0.83439,                0.45295,                0.90574,               0.000614,               0.000614,               0.000614
                    212,                0.60368,                0.38867,                0.85626,                0.95102,                 0.9031,                0.94681,                 0.7216,                0.80213,                0.44142,                0.89017,              0.0006074,              0.0006074,              0.0006074
                    213,                0.57063,                0.40613,                0.86198,                0.94985,                0.88094,                0.94802,                0.71883,                0.79066,                 0.4395,                0.88385,              0.0006008,              0.0006008,              0.0006008
                    214,                0.53555,                0.35993,                  0.837,                 0.9005,                0.93023,                0.95039,                0.70908,                0.90597,                0.51043,                0.90886,              0.0005942,              0.0005942,              0.0005942
                    215,                0.55361,                0.36084,                0.85034,                0.90842,                0.92282,                0.94989,                0.71679,                0.89952,                0.49433,                 0.9008,              0.0005876,              0.0005876,              0.0005876
                    216,                0.53738,                 0.3675,                0.84773,                0.92957,                0.92094,                 0.9458,                0.70936,                0.90262,                0.48916,                 0.8988,               0.000581,               0.000581,               0.000581
                    217,                0.54587,                0.36149,                0.84231,                0.95098,                0.90246,                0.95214,                0.71884,                0.85809,                0.46054,                0.88827,              0.0005744,              0.0005744,              0.0005744
                    218,                 0.5436,                0.35852,                0.83757,                0.95105,                0.90382,                0.95235,                 0.7118,                0.89478,                0.51312,                0.90088,              0.0005678,              0.0005678,              0.0005678
                    219,                0.56147,                0.36091,                0.84544,                0.94864,                0.90698,                0.94801,                0.72771,                0.90425,                0.50758,                   0.91,              0.0005612,              0.0005612,              0.0005612
                    220,                0.51822,                0.34617,                0.83678,                0.92631,                0.90698,                0.93565,                0.69971,                0.89692,                0.51694,                0.90974,              0.0005546,              0.0005546,              0.0005546
                    221,                0.55998,                0.38629,                0.84327,                0.92501,                0.90698,                0.93448,                0.69721,                0.83905,                0.48813,                0.88736,               0.000548,               0.000548,               0.000548
                    222,                0.54696,                0.35408,                0.84255,                0.97497,                0.90598,                0.95129,                0.71129,                0.79778,                0.43716,                0.87811,              0.0005414,              0.0005414,              0.0005414
                    223,                0.55175,                  0.363,                0.83951,                0.92319,                0.88372,                0.94606,                0.72211,                0.87915,                0.46694,                0.90113,              0.0005348,              0.0005348,              0.0005348
                    224,                0.55372,                0.36301,                0.82409,                0.92585,                0.87125,                0.95075,                0.71304,                0.90488,                0.48749,                0.92569,              0.0005282,              0.0005282,              0.0005282
                    225,                 0.5247,                0.35453,                0.83994,                0.94689,                0.88372,                0.96034,                0.72739,                0.85977,                0.45501,                0.91509,              0.0005216,              0.0005216,              0.0005216
                    226,                0.55456,                0.35731,                0.84362,                0.92318,                0.88372,                0.95081,                0.72323,                0.83178,                0.45528,                0.89087,               0.000515,               0.000515,               0.000515
                    227,                 0.5112,                0.34497,                0.82784,                0.87303,                0.93023,                0.95378,                0.71147,                0.84761,                0.46549,                0.88813,              0.0005084,              0.0005084,              0.0005084
                    228,                0.52924,                 0.3422,                0.83431,                0.90861,                0.92493,                0.94683,                0.71351,                0.89855,                0.51943,                0.90633,              0.0005018,              0.0005018,              0.0005018
                    229,                0.47997,                0.32639,                0.82629,                0.92798,                0.89912,                0.94845,                0.70283,                0.94531,                0.55027,                0.93212,              0.0004952,              0.0004952,              0.0004952
                    230,                0.50155,                0.34897,                0.84068,                0.92199,                0.90698,                0.94866,                0.71424,                0.92387,                0.54928,                0.91878,              0.0004886,              0.0004886,              0.0004886
                    231,                0.53097,                0.36042,                0.83246,                0.90893,                0.92845,                0.95502,                0.72764,                0.88257,                0.47044,                0.90141,               0.000482,               0.000482,               0.000482
                    232,                0.49945,                0.34159,                0.83846,                0.92395,                0.90698,                0.95142,                0.70849,                0.89171,                0.49283,                0.90765,              0.0004754,              0.0004754,              0.0004754
                    233,                0.52834,                 0.3496,                0.84291,                0.94706,                0.90698,                0.95312,                0.71671,                0.88038,                0.47345,                0.89497,              0.0004688,              0.0004688,              0.0004688
                    234,                0.49165,                0.33752,                0.83461,                0.93924,                0.90698,                0.95049,                0.71631,                0.85512,                0.44403,                0.88599,              0.0004622,              0.0004622,              0.0004622
                    235,                 0.4948,                0.34012,                0.83224,                0.94576,                0.88372,                0.95393,                0.73009,                0.89977,                0.45312,                 0.8985,              0.0004556,              0.0004556,              0.0004556
                    236,                0.50297,                0.33545,                0.83623,                0.92855,                0.90665,                0.95698,                0.72763,                0.86433,                0.45175,                0.89426,               0.000449,               0.000449,               0.000449
                    237,                 0.5045,                 0.3362,                0.82826,                0.94317,                0.90698,                0.95929,                0.70927,                0.90167,                0.44579,                0.91367,              0.0004424,              0.0004424,              0.0004424
                    238,                0.50851,                0.36589,                0.83822,                0.93415,                0.90698,                0.95708,                0.72371,                 0.8493,                0.45029,                0.89829,              0.0004358,              0.0004358,              0.0004358
                    239,                0.52921,                0.35361,                0.82708,                0.92812,                  0.901,                0.95553,                0.72739,                0.85092,                0.46741,                0.89738,              0.0004292,              0.0004292,              0.0004292
                    240,                0.50986,                0.33144,                0.82714,                0.88796,                 0.9217,                0.94285,                0.72164,                0.82741,                0.46547,                  0.894,              0.0004226,              0.0004226,              0.0004226
                    241,                0.51771,                0.34707,                0.82618,                0.94856,                0.85766,                0.94398,                0.73578,                0.81748,                0.49771,                0.88794,               0.000416,               0.000416,               0.000416
                    242,                0.50168,                0.33286,                0.82513,                0.94851,                0.85695,                0.94853,                0.73254,                0.80496,                0.47056,                0.88608,              0.0004094,              0.0004094,              0.0004094
                    243,                0.49299,                0.32999,                0.84216,                0.94707,                0.86047,                0.94949,                0.73941,                0.77525,                0.47403,                0.87556,              0.0004028,              0.0004028,              0.0004028
                    244,                0.50974,                0.34423,                0.84048,                0.90415,                0.87764,                 0.9476,                0.73576,                0.79531,                0.46888,                0.87751,              0.0003962,              0.0003962,              0.0003962
                    245,                0.48956,                0.33019,                0.82837,                0.89905,                0.90698,                0.94783,                0.72932,                0.80154,                0.45024,                0.88206,              0.0003896,              0.0003896,              0.0003896
                    246,                 0.4788,                 0.3194,                0.81318,                0.90813,                0.91963,                0.95355,                0.73039,                0.86787,                0.46564,                0.89119,               0.000383,               0.000383,               0.000383
                    247,                0.45751,                0.31583,                0.81895,                0.93004,                0.92753,                0.95577,                0.72912,                0.83642,                0.44171,                0.88749,              0.0003764,              0.0003764,              0.0003764
                    248,                0.46415,                0.32726,                0.83365,                0.92981,                0.92437,                0.95411,                0.73021,                0.80493,                0.44134,                0.88653,              0.0003698,              0.0003698,              0.0003698
                    249,                0.48544,                0.31948,                0.82355,                0.92983,                 0.9246,                0.95189,                0.73738,                0.83758,                0.45375,                0.89057,              0.0003632,              0.0003632,              0.0003632
                    250,                0.48404,                0.33965,                0.83067,                0.94717,                0.83394,                 0.9471,                0.70945,                0.80863,                 0.4501,                 0.8864,              0.0003566,              0.0003566,              0.0003566
                    251,                0.48802,                0.33661,                0.82678,                0.86633,                0.90443,                0.94407,                0.71184,                0.79714,                0.46043,                0.88742,                0.00035,                0.00035,                0.00035
                    252,                0.49142,                0.33675,                0.83468,                0.85029,                0.92465,                0.94563,                0.70877,                0.80115,                0.45145,                0.88976,              0.0003434,              0.0003434,              0.0003434
                    253,                0.49358,                0.34737,                0.83054,                0.90408,                0.87685,                0.94627,                0.70564,                0.83423,                0.47875,                0.89439,              0.0003368,              0.0003368,              0.0003368
                    254,                0.49414,                 0.3215,                0.82543,                0.84955,                0.90698,                0.94652,                 0.7106,                0.89504,                0.50056,                 0.9033,              0.0003302,              0.0003302,              0.0003302
                    255,                0.46422,                0.31908,                0.82172,                0.97283,                0.83291,                0.94714,                0.71499,                0.88044,                0.49806,                  0.899,              0.0003236,              0.0003236,              0.0003236
                    256,                0.48606,                0.32144,                0.84195,                0.97125,                0.83721,                0.94761,                 0.7365,                0.81673,                0.46665,                0.88549,               0.000317,               0.000317,               0.000317
                    257,                0.50538,                0.33461,                0.83496,                0.96582,                0.83721,                0.94642,                0.71875,                 0.8294,                0.48309,                0.88684,              0.0003104,              0.0003104,              0.0003104
                    258,                 0.4945,                0.33394,                0.82404,                0.96572,                0.83721,                0.94696,                0.72424,                0.84228,                0.50058,                0.88873,              0.0003038,              0.0003038,              0.0003038
                    259,                  0.522,                0.33595,                 0.8372,                0.95679,                0.83721,                0.95413,                0.72867,                 0.8576,                 0.4902,                0.89776,              0.0002972,              0.0002972,              0.0002972
                    260,                0.48737,                0.32247,                0.82806,                0.95871,                0.83721,                0.95308,                0.71909,                0.85546,                0.45169,                 0.8945,              0.0002906,              0.0002906,              0.0002906
                    261,                 0.4903,                0.32505,                0.82456,                0.94725,                0.83721,                0.95289,                0.72482,                0.86453,                0.45253,                0.89799,               0.000284,               0.000284,               0.000284
                    262,                0.47962,                0.31929,                0.81549,                0.97266,                0.82736,                0.94509,                0.71016,                0.84382,                0.45808,                0.89258,              0.0002774,              0.0002774,              0.0002774
                    263,                0.44769,                0.31644,                0.83065,                0.97291,                0.83514,                 0.9402,                0.70183,                0.83527,                0.46367,                0.88723,              0.0002708,              0.0002708,              0.0002708
                    264,                0.45882,                0.32991,                0.83304,                 0.8999,                0.90698,                0.93224,                0.70931,                0.81659,                0.46064,                0.88709,              0.0002642,              0.0002642,              0.0002642
                    265,                 0.5117,                0.33534,                 0.8233,                0.90123,                0.90698,                 0.9402,                0.72431,                0.78506,                0.44943,                0.88309,              0.0002576,              0.0002576,              0.0002576
                    266,                0.49056,                0.31926,                0.83317,                0.90779,                0.93023,                0.94472,                0.73703,                0.78509,                0.43397,                0.88302,               0.000251,               0.000251,               0.000251
                    267,                   0.46,                0.31476,                0.83589,                0.88376,                0.93023,                0.94944,                0.73117,                0.80564,                0.43605,                0.88651,              0.0002444,              0.0002444,              0.0002444
                    268,                 0.4586,                0.30815,                0.82512,                0.88847,                0.92642,                0.95095,                 0.7303,                0.79625,                0.44814,                0.88153,              0.0002378,              0.0002378,              0.0002378
                    269,                0.45534,                0.30738,                0.81937,                0.88722,                0.93023,                0.94893,                0.73361,                0.79116,                0.45188,                0.88093,              0.0002312,              0.0002312,              0.0002312
                    270,                0.46999,                0.31713,                0.82411,                0.88696,                0.93023,                0.94746,                0.72638,                0.79847,                0.44196,                0.88536,              0.0002246,              0.0002246,              0.0002246
                    271,                0.43779,                0.30372,                0.82328,                0.88795,                0.92154,                0.94668,                0.73043,                 0.8366,                0.46064,                 0.8918,               0.000218,               0.000218,               0.000218
                    272,                0.44588,                0.30736,                0.82959,                0.88853,                0.92695,                0.94208,                 0.7214,                0.82475,                0.44909,                0.88817,              0.0002114,              0.0002114,              0.0002114
                    273,                0.47193,                0.32734,                0.82952,                0.87486,                0.93023,                0.94262,                 0.7373,                0.80158,                0.44818,                0.88395,              0.0002048,              0.0002048,              0.0002048
                    274,                 0.4388,                0.30832,                0.83094,                 0.8634,                0.93023,                0.94258,                0.73969,                0.81316,                0.44362,                0.88731,              0.0001982,              0.0001982,              0.0001982
                    275,                0.41079,                0.30297,                0.81753,                0.94606,                0.81589,                0.93951,                0.73372,                0.84177,                 0.4436,                 0.8913,              0.0001916,              0.0001916,              0.0001916
                    276,                0.46358,                0.32173,                0.81208,                0.94608,                0.81615,                0.94083,                0.72566,                0.82874,                0.43956,                0.88546,               0.000185,               0.000185,               0.000185
                    277,                0.46094,                0.31099,                0.81752,                0.94606,                0.81583,                0.93989,                0.72189,                0.82957,                0.44194,                0.88627,              0.0001784,              0.0001784,              0.0001784
                    278,                0.46969,                 0.3202,                0.82361,                0.97008,                0.81395,                0.93598,                0.71304,                0.83985,                0.45578,                0.88944,              0.0001718,              0.0001718,              0.0001718
                    279,                0.46536,                0.32152,                0.82576,                0.97238,                0.81897,                0.93586,                0.71546,                0.80801,                0.46263,                0.88467,              0.0001652,              0.0001652,              0.0001652
                    280,                0.45433,                0.30355,                0.82216,                0.97281,                0.83217,                 0.9308,                0.72113,                0.80591,                0.46743,                 0.8823,              0.0001586,              0.0001586,              0.0001586
                    281,                 0.4504,                0.30115,                0.82212,                0.94675,                0.83721,                0.93251,                0.72978,                 0.8158,                0.47438,                0.88526,               0.000152,               0.000152,               0.000152
                    282,                0.49072,                0.31182,                0.82568,                0.95511,                0.81395,                0.93592,                0.73107,                0.81776,                0.45816,                 0.8876,              0.0001454,              0.0001454,              0.0001454
                    283,                 0.4334,                0.30385,                0.81863,                0.96309,                0.81395,                0.93583,                0.72475,                0.81572,                0.45324,                 0.8856,              0.0001388,              0.0001388,              0.0001388
                    284,                 0.4467,                 0.3066,                0.82013,                0.94616,                0.81743,                0.93601,                0.73468,                0.83986,                0.45773,                0.88932,              0.0001322,              0.0001322,              0.0001322
                    285,                0.42262,                0.30695,                 0.8241,                0.94605,                0.81559,                0.94079,                0.73752,                0.84646,                0.45764,                0.88934,              0.0001256,              0.0001256,              0.0001256
                    286,                0.42782,                0.29903,                0.83024,                0.97651,                0.81395,                0.94354,                0.72084,                0.83391,                0.44012,                0.88979,               0.000119,               0.000119,               0.000119
                    287,                0.42136,                0.28009,                0.83139,                0.97495,                0.81395,                0.94448,                0.72164,                0.83335,                0.44625,                0.89042,              0.0001124,              0.0001124,              0.0001124
                    288,                0.43159,                0.29134,                0.81315,                0.93873,                0.83721,                0.94606,                0.72286,                0.82381,                0.43858,                0.88914,              0.0001058,              0.0001058,              0.0001058
                    289,                0.41412,                0.29105,                0.81725,                0.90411,                0.87722,                0.94693,                0.72533,                0.81747,                0.44051,                0.88843,               9.92e-05,               9.92e-05,               9.92e-05
                    290,                0.43969,                0.29904,                 0.8265,                 0.9009,                0.88372,                0.94619,                0.73025,                0.81142,                0.44993,                0.88768,               9.26e-05,               9.26e-05,               9.26e-05
                    291,                0.44634,                0.29934,                 0.7922,                0.91271,                0.86047,                0.94209,                0.74123,                0.81907,                0.47254,                0.88874,                8.6e-05,                8.6e-05,                8.6e-05
                    292,                0.44724,                0.29674,                0.78516,                0.88574,                0.90698,                0.94246,                0.73316,                0.82724,                0.48411,                0.89351,               7.94e-05,               7.94e-05,               7.94e-05
                    293,                0.42384,                0.31467,                0.79072,                 0.8856,                0.90026,                0.94095,                 0.7307,                0.81971,                0.49662,                0.89497,               7.28e-05,               7.28e-05,               7.28e-05
                    294,                0.40581,                0.27969,                0.79063,                0.90345,                0.88372,                0.95057,                0.73082,                0.81605,                 0.4865,                0.89325,               6.62e-05,               6.62e-05,               6.62e-05
                    295,                0.42591,                0.28736,                0.80763,                0.88353,                0.88213,                0.94308,                0.73868,                0.81923,                0.48348,                0.89099,               5.96e-05,               5.96e-05,               5.96e-05
                    296,                0.42151,                0.26836,                0.81626,                0.88345,                0.88147,                0.94305,                0.73765,                0.81633,                0.49419,                0.88849,                5.3e-05,                5.3e-05,                5.3e-05
                    297,                0.42971,                0.28015,                0.78812,                0.92397,                0.84798,                0.94417,                0.73884,                0.80874,                0.48526,                 0.8877,               4.64e-05,               4.64e-05,               4.64e-05
                    298,                 0.4424,                0.28541,                0.80967,                0.94638,                0.82111,                 0.9439,                0.73172,                0.80049,                0.48539,                0.88737,               3.98e-05,               3.98e-05,               3.98e-05
                    299,                0.42449,                 0.2749,                0.80839,                0.92337,                0.84077,                 0.9459,                0.73289,                0.80584,                0.48335,                0.88735,               3.32e-05,               3.32e-05,               3.32e-05
                    300,                0.39993,                0.27393,                0.79495,                0.88372,                0.88369,                0.94548,                0.73394,                0.80614,                0.47944,                0.88652,               2.66e-05,               2.66e-05,               2.66e-05
